JOB TITLE,MIN SALARY ESTIMATION,MAX SALARY ESTIMATION,RATING,COMPANY NAME,LOCATION,HEAD QUARTERS,COMPANY AGE,COMPANY TYPE,INDUSTRY,SECTOR,REVENUE,data_job_role,EXCEL,SQL,PYTHON,TABLEAU,POWER BI,BACHELOR'S DEGREE REQUIREMENT,MASTER'S DEGREE REQUIREMENT,PHD DEGREE REQUIREMENT,COMPANY_AGE,COMPANY_SIZE
Data Scientist 3 (718),128000,201000,3.3,Amyris,"Emeryville, CA","Emeryville, CA",20,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million,scientist,0,0,1,0,0,0,0,0,20,L
Data Scientist,128000,201000,4.3,Lightspeed Systems,"Austin, TX","Austin, TX",24,Private,Computer Hardware & Software,Information Technology,$25 to $50 million,scientist,0,1,1,0,0,0,1,0,24,M
Senior Data Scientist,128000,201000,3.9,Thumbtack,"San Francisco, CA","San Francisco, CA",14,Private,Internet,Information Technology,-1,scientist,1,0,1,0,0,0,0,0,14,L
Senior Data Analyst - Finance & Platform Analytics,128000,201000,3.6,Twitch,"San Francisco, CA","San Francisco, CA",12,Subsidiary or Business Segment,Internet,Information Technology,-1,analyst,0,1,1,1,0,1,0,0,12,L
Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),128000,201000,4.7,New Relic,"Portland, OR","San Francisco, CA",15,Public,Computer Hardware & Software,Information Technology,$100 to $500 million,engineer,0,0,1,0,0,0,0,0,15,L
IT Partner Digital Health Technology and Data Science,128000,201000,3.6,Biogen,"Cambridge, MA","Cambridge, MA",45,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,other job role,1,0,0,0,0,0,1,0,45,L
Data Scientist,128000,201000,0,HireAi,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,1,1,1,1,0,0,0,0,-1,-1
"Senior Machine Learning Scientist - Bay Area, CA",128000,201000,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",8,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,scientist,0,1,1,0,0,0,0,1,8,L
Data Scientist,128000,201000,3.3,ICW Group,"San Diego, CA","San Diego, CA",51,Private,Insurance Carriers,Insurance,$500 million to $1 billion,scientist,0,1,1,0,0,1,0,0,51,L
Clinical Data Analyst,128000,201000,3.8,NYSTEC,"New York, NY","Rome, NY",27,NPO,Consulting,Business Services,$25 to $50 million,analyst,0,1,1,0,0,0,0,0,27,M
Data Scientist,128000,201000,4.5,E3 Federal Solutions,"Chantilly, VA","McLean, VA",19,Private,Consulting,Business Services,-1,scientist,0,0,0,0,0,0,0,0,19,L
Data Engineer,128000,201000,4.5,Kingfisher Systems,"Falls Church, VA","Falls Church, VA",18,Private,Federal Agencies,Government,$25 to $50 million,engineer,0,1,1,0,0,1,0,0,18,M
Data Scientist Technical Specialist,128000,201000,3.4,Peraton,"Chantilly, VA","Herndon, VA",6,Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,scientist,0,1,1,0,0,0,0,0,6,L
Senior Data Scientist,128000,201000,3.1,Group O,"Chicago, IL","Milan, IL",49,Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion,scientist,0,0,1,0,0,0,0,1,49,L
Data Science Manager,128000,201000,4,Autodesk,"San Francisco, CA","San Rafael, CA",41,Public,Computer Hardware & Software,Information Technology,$2 to $5 billion,other job role,1,1,1,0,0,0,0,1,41,L
Computer Vision / Deep Learning Scientist,128000,201000,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",8,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,scientist,0,0,0,0,0,0,0,1,8,L
Big Data Engineer,128000,201000,4.1,CaptiveAire,"Raleigh, NC","Raleigh, NC",47,Private,Industrial Manufacturing,Manufacturing,$100 to $500 million,engineer,0,1,1,0,1,0,0,0,47,L
Data Architect,128000,201000,4.2,LSQ,"Orlando, FL","Orlando, FL",27,Private,Investment Banking & Asset Management,Finance,$100 to $500 million,other job role,0,1,1,0,0,0,0,0,27,M
Machine Learning Engineer,128000,201000,3.9,Temboo,"New York, NY","New York, NY",-1,Private,IT Services,Information Technology,-1,engineer,0,1,0,0,0,0,0,0,-1,S
Data Scientist,128000,201000,0,Kibo,"Philadelphia, PA","Marbella, Spain",-1,Public,-1,-1,-1,scientist,0,0,1,0,0,1,0,0,-1,-1
Aviation AI/ML Data Scientist,128000,201000,3.3,MITRE,"McLean, VA","Bedford, MA",65,NPO,Federal Agencies,Government,$1 to $2 billion,scientist,1,0,1,1,0,0,0,0,65,L
Data Scientist,138000,158000,3.9,Mars,United States,"Mc Lean, VA",112,Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion,scientist,0,0,1,0,0,0,0,0,112,L
Data Scientist / Applied Mathematician,138000,158000,4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA","Santa Cruz, CA",20,Private,Computer Hardware & Software,Information Technology,$10 to $25 million,scientist,0,1,1,0,0,0,0,0,20,M
"Machine Learning Engineer, Sr.",138000,158000,4.2,AeroVironment,"Simi Valley, CA","Simi Valley, CA",52,Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,engineer,1,0,1,0,0,0,0,0,52,L
Data Scientist (TS/SCI w/ Poly),138000,158000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",-1,Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion,scientist,0,0,1,0,0,0,0,0,-1,L
Weapons and Sensors Engineer/Scientist,138000,158000,4,Dynetics,"Huntsville, AL","Huntsville, AL",49,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,scientist,0,0,1,0,0,1,0,0,49,L
Applied Computer Scientist,138000,158000,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",13,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,scientist,0,0,0,0,0,0,0,1,13,L
Senior Data Analyst,138000,158000,4.5,Novetta,"Herndon, VA","Mc Lean, VA",11,Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,analyst,1,1,1,0,0,1,0,0,11,L
Information Systems Engineering Specialist (Engineering Scientist),138000,158000,3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",-1,Education,Colleges & Universities,Education,-1,scientist,0,0,1,0,0,1,0,0,-1,L
Cloud Data Engineer (Azure),138000,158000,3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",90,Others,Banks & Credit Unions,Finance,-1,engineer,0,1,0,1,1,1,0,0,90,L
Scientist/Research Associate-Metabolic Engineering,138000,158000,2,Conagen,"New Bedford, MA","Bedford, MA",-1,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,scientist,0,0,0,0,0,0,0,0,-1,M
"Vice President, Biometrics and Clinical Data Management",138000,158000,4.8,Alector,"South San Francisco, CA","South San Francisco, CA",10,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,other job role,1,0,0,0,0,0,0,1,10,M
Enterprise Data Analyst (Enterprise Portfolio Management Office),138000,158000,3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",90,Others,Banks & Credit Unions,Finance,-1,analyst,0,1,0,1,1,0,0,0,90,L
Senior Scientist - Toxicologist - Product Integrity (Stewardship),138000,158000,3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",148,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion,scientist,1,0,0,0,0,0,0,1,148,L
Lead Data Scientist – Network Analysis and Control,138000,158000,3.3,MITRE,"Bedford, MA","Bedford, MA",65,NPO,Federal Agencies,Government,$1 to $2 billion,scientist,1,1,1,0,0,0,0,0,65,L
Senior Machine Learning Engineer,138000,158000,5,LifeOmic,"Raleigh, NC","Indianapolis, IN",7,Private,Enterprise Software & Network Solutions,Information Technology,-1,engineer,0,0,0,0,0,0,0,0,7,M
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",138000,158000,4.4,"Homology Medicines, Inc.","New Bedford, MA","Bedford, MA",-1,Public,-1,-1,-1,scientist,0,0,0,0,0,0,0,0,-1,M
Data Engineer,138000,158000,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",31,Private,Advertising & Marketing,Business Services,$10 to $25 million,engineer,0,1,1,0,0,0,0,0,31,M
Developer III - Data Science,138000,158000,3.3,Inland Empire Health Plan,"Rancho Cucamonga, CA","Rancho Cucamonga, CA",27,Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion,other job role,1,1,0,1,1,1,0,0,27,L
Senior Data Engineer,138000,158000,2.9,Affinity Solutions,"New York, NY","New York, NY",25,Private,Advertising & Marketing,Business Services,-1,engineer,0,1,1,1,0,0,0,0,25,M
Hydrogen/Tritium Materials Scientist (Experienced),138000,158000,3.8,Sandia National Laboratories,"Livermore, CA","Albuquerque, NM",74,Government,Federal Agencies,Government,$2 to $5 billion,scientist,0,0,0,0,0,0,0,1,74,L
Data Engineer,138000,158000,3.5,Maxar Technologies,"McLean, VA","Westminster, CO",-1,Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion,engineer,0,1,1,0,0,1,0,0,-1,L
Patient Safety- Associate Data Scientist,80000,132000,4,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",110,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,scientist,1,1,1,0,0,0,0,0,110,L
Senior Data Scientist,80000,132000,4,Autodesk,"San Francisco, CA","San Rafael, CA",41,Public,Computer Hardware & Software,Information Technology,$2 to $5 billion,scientist,0,1,1,0,0,0,0,1,41,L
Data Scientist,80000,132000,3.4,USI,"Southfield, MI","Saint Paul, MN",25,Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million,scientist,1,1,1,0,1,0,0,0,25,L
Data Scientist,80000,132000,3.9,GSK,"Collegeville, PA","Brentford, United Kingdom",193,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,scientist,0,1,1,1,0,0,0,0,193,L
Data Scientist,80000,132000,3.8,CIA,"Washington, DC","Langley, VA",76,Government,Federal Agencies,Government,-1,scientist,0,0,0,0,0,1,0,0,76,-1
Data Scientist,80000,132000,4.5,Maven Wave Partners,"Chicago, IL","Chicago, IL",15,Private,Consulting,Business Services,$50 to $100 million,scientist,1,1,1,1,0,0,0,0,15,L
Data Scientist,80000,132000,4.3,Ovative Group,"Minneapolis, MN","Minneapolis, MN",14,Private,Advertising & Marketing,Business Services,$10 to $25 million,scientist,0,0,1,0,0,0,0,0,14,M
Data Scientist,80000,132000,3.6,Kognetics,"Gahanna, OH","New York, NY",-1,Private,-1,-1,-1,scientist,1,1,1,0,0,0,0,1,-1,S
Data Scientist,80000,132000,2.9,Envision Healthcare,"Nashville, TN","Nashville, TN",18,Private,Health Care Services & Hospitals,Health Care,-1,scientist,1,1,1,1,0,0,0,0,18,L
Data Scientist,80000,132000,2.9,"Pragmatics, Inc.",United States,"Reston, VA",38,Private,IT Services,Information Technology,$100 to $500 million,scientist,0,0,1,0,0,0,0,0,38,L
Data Scientist,80000,132000,3.2,ConsumerTrack,California,"Los Angeles, CA",19,Private,Internet,Information Technology,$25 to $50 million,scientist,1,1,1,1,0,0,0,1,19,M
Decision Scientist,80000,132000,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",81,NPO,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,scientist,1,0,0,0,0,0,0,1,81,L
Data Scientist - TS/SCI FSP or CI Required,80000,132000,5,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",12,Private,IT Services,Information Technology,$1 to $5 million,scientist,0,0,1,0,0,0,0,0,12,S
Data Scientist,80000,132000,3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",13,Private,Health Care Services & Hospitals,Health Care,$1 to $5 million,scientist,1,0,1,1,0,0,0,0,13,S
Data Scientist,80000,132000,4,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",-1,Private,Accounting,Accounting & Legal,Less than $1 million,scientist,0,1,1,0,0,0,0,0,-1,S
Data Scientist,80000,132000,4.4,Meridian Knowledge Solutions,"Washington, DC","Reston, VA",26,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,scientist,1,0,0,0,0,0,0,0,26,M
Data Scientist,80000,132000,4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",24,Private,IT Services,Information Technology,$1 to $2 billion,scientist,1,1,1,0,0,0,0,0,24,L
Data Scientist,80000,132000,3.2,IMG Systems,"Plano, TX","Plano, TX",-1,Private,Consulting,Business Services,$1 to $5 million,scientist,0,0,1,0,0,0,0,0,-1,S
Data Scientist,80000,132000,3.4,Trident Systems Inc,"Fairfax, VA","Fairfax, VA",38,Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million,scientist,0,0,0,0,0,1,0,0,38,M
Data Scientist,80000,132000,4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",-1,Private,-1,-1,$1 to $5 million,scientist,1,1,1,0,0,1,0,0,-1,S
(Sr.) Data Scientist -,87000,141000,3.6,Merrick Bank,Utah,"South Jordan, UT",26,Private,Banks & Credit Unions,Finance,-1,scientist,1,1,1,0,0,0,0,0,26,L
Senior Data Scientist,87000,141000,4.2,ManTech,"Alexandria, VA","Herndon, VA",55,Public,Research & Development,Business Services,$1 to $2 billion,scientist,0,1,1,1,0,0,1,0,55,L
Data Scientist,87000,141000,0,"GrainBridge, LLC","Omaha, NE",-1,-1,-1,-1,-1,-1,scientist,1,1,1,0,0,0,1,1,-1,-1
Data Scientist,87000,141000,3.2,First Health Group,"Wellesley, MA","Bethesda, MD",170,Private,Insurance Carriers,Insurance,$10+ billion,scientist,0,0,0,0,0,0,0,0,170,L
Data Scientist,87000,141000,0,Sprezzatura Management Consulting,"Washington, VA","McLean, VA",-1,Private,-1,-1,-1,scientist,1,0,0,0,0,1,0,0,-1,-1
Data Scientist,87000,141000,2.8,"Progress Rail, A Caterpillar Company","Fort Worth, TX","Albertville, AL",40,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion,scientist,1,1,1,0,0,0,0,0,40,L
Data Scientist,87000,141000,4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",24,Private,IT Services,Information Technology,$1 to $2 billion,scientist,1,1,1,0,0,0,0,0,24,L
Data Scientist,87000,141000,4.5,Axiologic Solutions,"Alexandria, VA","Fairfax, VA",14,Private,Aerospace & Defense,Aerospace & Defense,-1,scientist,0,0,0,0,0,1,0,0,14,M
Data Scientist,87000,141000,3,Indigo Slate,"Bellevue, WA","Bellevue, WA",17,Private,Consulting,Business Services,$10 to $25 million,scientist,0,1,1,0,0,0,0,0,17,M
Data Scientist,87000,141000,3.3,Cubic,United States,"San Diego, CA",72,Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,scientist,1,1,1,0,0,0,1,0,72,L
Data Scientist,87000,141000,4,Advanced Bio-Logic Solutions Corp,"Thousand Oaks, CA","Westlake Village, CA",-1,Private,-1,-1,Less than $1 million,scientist,0,1,1,0,0,0,1,0,-1,S
Data Engineer,87000,141000,3.5,Alignment Healthcare,"Orange, CA","Orange, CA",10,Private,Health Care Services & Hospitals,Health Care,-1,engineer,1,1,0,1,1,0,0,0,10,L
Data Scientist,87000,141000,3.5,WGSN,"Baltimore, MD","New York, NY",25,Private,Consulting,Business Services,$50 to $100 million,scientist,1,1,1,1,0,0,0,1,25,S
Data Scientist,87000,141000,3.6,"ISYS Technologies, Inc.","Herndon, VA","Littleton, CO",33,Private,Computer Hardware & Software,Information Technology,$10 to $25 million,scientist,0,1,1,1,0,0,0,0,33,M
Data Scientist,87000,141000,3,TransVoyant,"Alexandria, VA","Alexandria, VA",11,Private,Enterprise Software & Network Solutions,Information Technology,-1,scientist,0,0,0,0,0,0,0,0,11,M
Data Scientist/Data Analytics Practitioner,87000,141000,4,Noblis,"Bridgeport, WV","Reston, VA",27,NPO,Consulting,Business Services,$100 to $500 million,scientist,0,0,1,0,0,1,0,0,27,L
Data Scientist,87000,141000,4.6,Murray Resources,"The Woodlands, TX","Houston, TX",35,Private,Staffing & Outsourcing,Business Services,$10 to $25 million,scientist,1,1,1,1,0,0,0,0,35,S
Data Scientist,87000,141000,4.3,Geotab,"Oakville, CA","Oakville, Canada",23,Private,Computer Hardware & Software,Information Technology,$100 to $500 million,scientist,1,1,1,0,0,0,0,0,23,L
Data Scientist,87000,141000,4.7,CRS Group,"Chicago, IL","Itasca, IL",29,Private,Staffing & Outsourcing,Business Services,$10 to $25 million,scientist,0,0,0,0,0,0,0,0,29,M
Data Scientist,87000,141000,3.7,EGlobalTech,"Arlington, VA","Vienna, VA",19,Private,IT Services,Information Technology,-1,scientist,1,0,1,0,0,1,0,0,19,L
"Data Scientist, Kinship - NYC/Portland",92000,155000,3.9,Mars,"New York, NY","Mc Lean, VA",112,Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion,scientist,0,0,1,0,0,0,0,0,112,L
Data Scientist,92000,155000,4.9,Avlino,New Jersey,"Holmdel, NJ",10,Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million,scientist,0,0,1,0,0,0,0,0,10,S
Data Scientist,92000,155000,3,"Central Business Solutions, Inc","Seattle, WA","Fremont, CA",-1,Private,Consulting,Business Services,$5 to $10 million,scientist,1,1,1,0,0,0,0,0,-1,M
Data Scientist,92000,155000,2.5,KeHE Distributors,"Naperville, IL","Naperville, IL",69,Private,Wholesale,Business Services,-1,scientist,1,1,1,1,1,0,0,0,69,L
Data Scientist,92000,155000,3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",25,Private,Consulting,Business Services,$25 to $50 million,scientist,0,0,1,0,0,0,0,0,25,M
Data Scientist - TS/SCI Required,92000,155000,5,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",12,Private,IT Services,Information Technology,$1 to $5 million,scientist,0,0,1,0,0,0,0,0,12,S
Data Scientist,92000,155000,0,Sophinea,"Chantilly, VA",-1,-1,-1,-1,-1,-1,scientist,0,1,0,0,0,1,0,0,-1,S
Senior Data Scientist,92000,155000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",-1,Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion,scientist,1,1,1,0,0,0,0,0,-1,L
Data Scientist,92000,155000,3,Moxie Software,"Bellevue, WA","San Bruno, CA",24,Private,Enterprise Software & Network Solutions,Information Technology,-1,scientist,0,0,1,0,0,0,0,0,24,M
Data Scientist(s)/Machine Learning Engineer,92000,155000,5,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",36,Private,Staffing & Outsourcing,Business Services,-1,scientist,1,0,1,0,0,1,0,0,36,S
Data Scientist,92000,155000,4.7,Unicom Technologies INC,"Chicago, IL","Naperville, IL",-1,Private,IT Services,Information Technology,-1,scientist,1,1,1,0,0,0,0,0,-1,M
Data Engineer,92000,155000,3.3,Americo Life,"Kansas City, MO","Kansas City, MO",31,Private,Insurance Carriers,Insurance,$100 to $500 million,engineer,1,1,1,0,0,0,0,0,31,L
Data Scientist,92000,155000,3.3,Tokio Marine HCC,"Houston, TX","Houston, TX",49,Private,Insurance Carriers,Insurance,-1,scientist,0,0,1,0,0,0,0,0,49,L
Data Scientist,92000,155000,3.5,CACI International,"Chantilly, VA","Arlington, VA",61,Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion,scientist,1,1,0,0,0,0,1,0,61,L
"AI/ML - Machine Learning Scientist, Siri Understanding",92000,155000,4.1,Apple,"Santa Clara, CA","Cupertino, CA",47,Public,Computer Hardware & Software,Information Technology,$10+ billion,scientist,0,0,1,0,0,0,0,0,47,L
Data Scientist,92000,155000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",-1,Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion,scientist,0,1,1,1,0,1,0,0,-1,L
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,92000,155000,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",76,NPO,Research & Development,Business Services,$500 million to $1 billion,scientist,1,0,1,0,0,0,0,0,76,L
Data Scientist,92000,155000,4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",15,Private,Consulting,Business Services,-1,scientist,0,1,1,0,0,0,0,0,15,M
Data Science Software Engineer,92000,155000,4.8,Klaviyo,"Boston, MA","Boston, MA",11,Private,Computer Hardware & Software,Information Technology,-1,engineer,0,0,1,0,0,1,0,0,11,L
"Scientist / Group Lead, Cancer Biology",92000,155000,0,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1,-1,-1,-1,-1,scientist,1,0,0,0,0,0,0,1,-1,-1
AI Ops Data Scientist,92000,155000,4,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",110,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,scientist,0,1,1,0,0,0,0,0,110,L
Senior Data Scientist,105000,167000,3.8,GutCheck,"Denver, CO","Denver, CO",14,Private,Advertising & Marketing,Business Services,$10 to $25 million,scientist,0,0,0,0,0,0,0,0,14,M
Sr. ML/Data Scientist - AI/NLP/Chatbot,105000,167000,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",27,Public,Telecommunications Services,Telecommunications,$2 to $5 billion,scientist,1,0,1,0,0,0,0,1,27,L
Data Scientist,105000,167000,2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",13,Public,Aerospace & Defense,Aerospace & Defense,-1,scientist,1,0,0,0,0,1,0,0,13,M
Data Scientist,105000,167000,4,Comtech Global Inc,"Washington, DC","Columbus, OH",-1,Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million,scientist,0,1,1,1,1,0,0,0,-1,M
Data Scientist,105000,167000,0,Berico Technologies,"Fort Belvoir, VA",-1,-1,-1,-1,-1,-1,scientist,1,0,0,0,0,0,0,0,-1,-1
Data Scientist,105000,167000,0,Kehe Food Distributors,"Naperville, IL",-1,-1,-1,-1,-1,-1,scientist,1,1,1,1,1,1,0,0,-1,-1
Data Scientist,105000,167000,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",13,Public,IT Services,Information Technology,$10 to $25 million,scientist,1,1,1,0,0,0,1,0,13,M
Data Scientist,105000,167000,3.2,Perspecta,"Adelphi, MD","Chantilly, VA",5,Public,Aerospace & Defense,Aerospace & Defense,-1,scientist,0,0,1,0,0,1,0,0,5,L
Data Scientist,105000,167000,0,Pactera Edge,"Redmond, WA",-1,-1,-1,-1,-1,-1,scientist,0,1,1,0,0,0,0,1,-1,-1
Data Scientist,105000,167000,3.6,Qurate Retail Group,"West Chester, PA","West Chester, PA",-1,Public,Other Retail Stores,Retail,-1,scientist,1,1,1,1,0,0,0,1,-1,L
Data Scientist,105000,167000,4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",-1,Private,-1,-1,-1,scientist,0,0,0,0,0,0,0,0,-1,M
Data Scientist,105000,167000,4.1,A-Line Staffing Solutions,"Durham, NC","Utica, MI",19,Private,Staffing & Outsourcing,Business Services,-1,scientist,0,1,1,0,0,0,0,1,19,L
Data Scientist,105000,167000,0,Clear Ridge Defense,"Quantico, VA","Baltimore, MD",-1,Private,-1,-1,-1,scientist,0,1,1,0,0,1,0,0,-1,S
Data Scientist,105000,167000,3.8,"Criterion Systems, Inc.","Vienna, VA","Vienna, VA",18,Private,IT Services,Information Technology,$50 to $100 million,scientist,1,1,1,0,0,0,0,0,18,L
Data Scientist,105000,167000,4,Foundation Medicine,"Boston, MA","Cambridge, MA",13,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million,scientist,0,1,1,0,0,0,0,1,13,L
Data Scientist,105000,167000,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",34,Private,Advertising & Marketing,Business Services,-1,scientist,1,1,1,1,1,0,0,0,34,L
Data Scientist,105000,167000,0,JKGT,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,0,0,0,0,0,0,-1,-1
Data Scientist,105000,167000,0,AccessHope,"Irwindale, CA",-1,-1,-1,-1,-1,-1,scientist,1,1,1,1,1,0,0,0,-1,-1
Data Scientist,105000,167000,5,ChaTeck Incorporated,"San Francisco, CA","Santa Clara, CA",-1,Private,Advertising & Marketing,Business Services,$1 to $5 million,scientist,0,1,1,0,0,1,0,1,-1,S
Data Scientist,105000,167000,2.7,1-800-Flowers,"New York, NY","Carle Place, NY",47,Public,Wholesale,Business Services,$1 to $2 billion,scientist,1,1,1,1,0,0,0,0,47,L
